id,logic_score,math_score,art_score,english_score,interest_field,career_goal,study_time_per_week,current_level,Target_Course
666f15b5,8,5,3,6,IOT,Freelancer,5-10h,Beginner,Arduino Basic
cb2db8f4,5,7,6,4,AI/Data,Competition,2-5h,Intermediate,Python for Data Science
fc931d77,2,1,8,5,Web,Freelancer,2-5h,Beginner,Frontend (HTML/CSS/JS)
1d69c65a,6,4,5,8,Game,Freelancer,5-10h,Intermediate,Game Dev (Unity/C#)
74befc99,9,6,5,9,Game,Company,> 10h,Advanced,Game Design & Art
a3047ea3,7,1,5,4,Web,Company,5-10h,Beginner,Web Backend (PHP/Nodejs)
c6dd9be0,4,7,5,1,Mobile App,Startup,2-5h,Beginner,Android Basic
cd3e0aea,8,8,6,8,Web,Company,< 2h,Advanced,Frontend (HTML/CSS/JS)
4ddf7d57,2,7,5,2,Web,Company,> 10h,Beginner,Web Backend (PHP/Nodejs)
1d759cf1,8,3,8,9,Office,Company,2-5h,Intermediate,Tin hoc van phong
f82da528,8,8,8,6,Mobile App,Startup,2-5h,Advanced,Flutter Cross-platform
d87ac1f2,8,5,3,4,AI/Data,Startup,5-10h,Intermediate,Python for Data Science
a02633dc,6,5,3,8,Web,Startup,5-10h,Intermediate,Frontend (HTML/CSS/JS)
24c7cad1,3,1,3,7,Web,Freelancer,2-5h,Beginner,Web Backend (PHP/Nodejs)
a340f72b,8,10,6,10,Office,Freelancer,> 10h,Advanced,Tin hoc van phong
27ee94c6,7,7,6,5,AI/Data,Company,< 2h,Intermediate,Python for Data Science
861124ba,10,10,5,9,Office,Company,2-5h,Advanced,Tin hoc van phong
ac6c2944,4,6,6,6,IOT,Freelancer,> 10h,Beginner,Arduino Basic
25bf9b45,3,4,8,7,Game,Freelancer,5-10h,Intermediate,Game Design & Art
93a4c0f7,6,7,7,9,Mobile App,Freelancer,5-10h,Intermediate,Android Basic
d19a0936,4,4,9,6,Office,Company,5-10h,Intermediate,Tin hoc van phong
c54af699,8,3,4,3,IOT,Company,> 10h,Beginner,C/C++ for IoT
c918c2ed,7,3,6,6,IOT,Company,> 10h,Beginner,C/C++ for IoT
ef9be353,5,6,5,7,AI/Data,Company,< 2h,Intermediate,Python Basic
94f7a640,4,3,4,7,Mobile App,Company,> 10h,Intermediate,Android Basic
d379b8e5,9,8,5,9,Web,Startup,2-5h,Intermediate,Web Backend (PHP/Nodejs)
cd046283,7,8,6,5,Mobile App,Company,2-5h,Intermediate,Flutter Cross-platform
6a26d4fd,7,3,3,8,Office,Company,< 2h,Intermediate,Tin hoc van phong
72c81ca2,4,7,2,1,AI/Data,Company,2-5h,Beginner,Python Basic
778ef710,9,9,6,3,AI/Data,Company,< 2h,Intermediate,Python for Data Science
62397775,7,4,4,7,AI/Data,Competition,5-10h,Intermediate,Python Basic
603d9b9f,3,7,3,4,Mobile App,Company,5-10h,Intermediate,Android Basic
b3e118dc,9,8,8,6,Game,Company,5-10h,Intermediate,Game Design & Art
c1b54f1c,3,8,4,6,Game,Competition,2-5h,Intermediate,Scratch for Beginners
2db534b2,4,5,4,9,Game,Startup,> 10h,Intermediate,Scratch for Beginners
0792f5e1,6,5,3,7,Mobile App,Company,5-10h,Intermediate,Android Basic
205c965a,7,8,2,3,AI/Data,Company,> 10h,Beginner,Python for Data Science
91066f48,7,4,6,1,AI/Data,Company,< 2h,Beginner,Python Basic
e9f86fc2,7,9,9,8,Web,Competition,2-5h,Advanced,Competitive Programming (C++)
2e295148,4,5,7,5,Game,Startup,2-5h,Beginner,Game Design & Art
7747ae1c,5,6,3,6,IOT,Company,5-10h,Intermediate,Arduino Basic
c7564f19,3,8,6,1,Mobile App,Company,5-10h,Beginner,Android Basic
f0002346,4,7,5,7,Game,Freelancer,2-5h,Intermediate,Scratch for Beginners
d0ef27c5,8,6,8,3,Game,Startup,< 2h,Intermediate,Game Design & Art
13bfcfb0,6,8,3,6,Mobile App,Competition,> 10h,Intermediate,Flutter Cross-platform
81962208,9,9,5,7,Web,Freelancer,> 10h,Advanced,Fullstack Web (MERN)
1d863785,7,5,6,5,Mobile App,Startup,2-5h,Intermediate,Flutter Cross-platform
5231cfbb,3,4,2,1,IOT,Freelancer,5-10h,Beginner,Arduino Basic
1f041c27,7,8,4,1,Web,Freelancer,5-10h,Beginner,Web Backend (PHP/Nodejs)
722779de,8,6,2,5,AI/Data,Company,5-10h,Beginner,Python Basic
4e30c324,2,4,1,1,Office,Freelancer,< 2h,Beginner,Tin hoc van phong
a12dff30,7,6,3,8,IOT,Competition,2-5h,Beginner,Arduino Basic
1ae04feb,6,9,6,8,IOT,Startup,< 2h,Intermediate,C/C++ for IoT
4048e7e5,7,7,8,6,Web,Freelancer,2-5h,Advanced,Frontend (HTML/CSS/JS)
c93cd47a,6,2,7,2,Game,Competition,< 2h,Beginner,Game Dev (Unity/C#)
3a5719b9,3,8,6,2,Game,Startup,< 2h,Beginner,Scratch for Beginners
e1c6d7bd,7,5,7,8,AI/Data,Freelancer,< 2h,Advanced,Python Basic
2b3aabc6,9,6,10,6,Mobile App,Company,< 2h,Advanced,Flutter Cross-platform
313807a5,7,7,5,9,AI/Data,Startup,2-5h,Advanced,Python Basic
4ac40735,6,4,1,4,Office,Company,2-5h,Beginner,Tin hoc van phong
3fc8a1b9,5,6,4,7,AI/Data,Competition,2-5h,Beginner,Python Basic
fc380a6c,7,7,8,8,Mobile App,Freelancer,5-10h,Advanced,Flutter Cross-platform
144fe4c7,9,9,8,8,Game,Competition,5-10h,Intermediate,Game Dev (Unity/C#)
7d7e8265,6,7,4,8,Game,Startup,> 10h,Beginner,Game Dev (Unity/C#)
7991bd26,9,7,3,6,IOT,Startup,> 10h,Intermediate,C/C++ for IoT
a3041c18,10,10,5,6,Web,Company,> 10h,Advanced,Fullstack Web (MERN)
9d924887,5,5,8,6,Game,Freelancer,2-5h,Beginner,Game Design & Art
75e213f8,6,9,5,8,AI/Data,Freelancer,2-5h,Intermediate,Python for Data Science
5ca8afbe,8,10,8,7,Mobile App,Competition,5-10h,Advanced,Competitive Programming (C++)
e01c90e8,7,5,3,7,IOT,Competition,2-5h,Intermediate,C/C++ for IoT
7c7b3f55,6,6,6,6,Office,Freelancer,< 2h,Beginner,Tin hoc van phong
b48f3dc8,8,5,4,7,IOT,Startup,< 2h,Beginner,C/C++ for IoT
0f5bbd77,6,5,7,3,AI/Data,Startup,2-5h,Beginner,Python Basic
775f8b6c,7,8,3,7,IOT,Startup,2-5h,Beginner,C/C++ for IoT
4227dd88,6,9,9,9,Game,Startup,> 10h,Intermediate,Game Design & Art
5d81e21a,1,2,8,4,Game,Freelancer,5-10h,Beginner,Game Design & Art
80e240d4,5,6,2,6,AI/Data,Freelancer,> 10h,Beginner,Python Basic
1d0c642d,10,5,6,6,AI/Data,Company,2-5h,Advanced,Python Basic
f4608898,10,7,7,9,Web,Freelancer,< 2h,Advanced,Frontend (HTML/CSS/JS)
6d0f6cce,6,5,3,5,AI/Data,Startup,5-10h,Intermediate,Python Basic
c6928869,8,8,2,3,AI/Data,Competition,5-10h,Beginner,Python for Data Science
4ccbdfd0,7,9,7,6,Mobile App,Freelancer,2-5h,Advanced,Flutter Cross-platform
f29f7cb2,5,10,6,7,Office,Startup,2-5h,Advanced,Tin hoc van phong
0e62097d,2,6,7,7,Game,Competition,2-5h,Beginner,Game Design & Art
631e07b6,8,9,8,6,Web,Freelancer,< 2h,Intermediate,Frontend (HTML/CSS/JS)
07ac6a2b,3,3,8,1,Office,Company,2-5h,Beginner,Tin hoc van phong
b507efeb,8,2,1,3,Mobile App,Company,2-5h,Beginner,Flutter Cross-platform
59c24302,5,7,3,5,IOT,Competition,5-10h,Intermediate,C/C++ for IoT
c139126e,7,8,2,7,AI/Data,Company,2-5h,Beginner,Python Basic
bc6f1444,7,8,9,4,Game,Competition,5-10h,Intermediate,Game Design & Art
e9f67ea3,6,4,3,9,Office,Company,2-5h,Intermediate,Tin hoc van phong
977c4b73,4,4,5,4,IOT,Startup,> 10h,Beginner,Arduino Basic
811e52dc,4,3,5,4,IOT,Company,5-10h,Beginner,Arduino Basic
353543d8,6,5,8,9,Web,Freelancer,2-5h,Intermediate,Frontend (HTML/CSS/JS)
79d498bc,4,8,5,1,AI/Data,Freelancer,> 10h,Beginner,Python Basic
d6c63b7f,6,4,3,7,Office,Freelancer,> 10h,Intermediate,Tin hoc van phong
51b8469e,4,7,7,7,AI/Data,Company,< 2h,Beginner,Python Basic
cce60848,7,3,6,2,Game,Company,> 10h,Beginner,Game Dev (Unity/C#)
5ed56aa9,5,7,4,5,AI/Data,Company,2-5h,Intermediate,Python for Data Science
1d54e3e8,8,8,5,10,AI/Data,Freelancer,5-10h,Advanced,Python for Data Science
95525a64,10,6,10,9,Mobile App,Freelancer,2-5h,Advanced,Flutter Cross-platform
1fb378b8,5,4,9,8,Web,Competition,2-5h,Intermediate,Frontend (HTML/CSS/JS)
bd809a13,3,7,7,2,Office,Freelancer,5-10h,Beginner,Tin hoc van phong
4faacb12,7,3,8,8,Mobile App,Startup,2-5h,Beginner,Flutter Cross-platform
a7c22bef,9,7,5,5,Game,Freelancer,2-5h,Advanced,Game Dev (Unity/C#)
54c42f1c,7,7,9,10,Game,Startup,> 10h,Advanced,Game Dev (Unity/C#)
2c4f9309,7,4,5,2,Web,Startup,5-10h,Beginner,Web Backend (PHP/Nodejs)
4f3e7ee0,2,2,1,6,Office,Startup,> 10h,Beginner,Tin hoc van phong
23603373,5,6,1,6,Office,Company,2-5h,Beginner,Tin hoc van phong
4f5e2b2a,6,7,4,3,Web,Freelancer,< 2h,Beginner,Web Backend (PHP/Nodejs)
c1bad21d,6,10,7,9,Mobile App,Freelancer,2-5h,Advanced,Flutter Cross-platform
f8be2a0c,6,5,3,4,Office,Company,2-5h,Intermediate,Tin hoc van phong
999e06d1,9,9,4,8,Web,Freelancer,> 10h,Intermediate,Web Backend (PHP/Nodejs)
99620d3d,9,9,4,5,AI/Data,Company,2-5h,Intermediate,Python Basic
68f4533d,7,5,3,4,Web,Company,2-5h,Intermediate,Web Backend (PHP/Nodejs)
eca754a4,8,3,4,7,Web,Freelancer,2-5h,Beginner,Web Backend (PHP/Nodejs)
a4c9624f,1,7,7,4,Game,Company,> 10h,Beginner,Game Dev (Unity/C#)
97aa942c,6,4,3,2,IOT,Freelancer,> 10h,Beginner,Arduino Basic
84967771,9,7,9,5,Office,Competition,5-10h,Intermediate,Competitive Programming (C++)
ba8b2386,9,9,3,8,Web,Competition,< 2h,Intermediate,Competitive Programming (C++)
d1cd56c9,6,5,5,6,Mobile App,Competition,5-10h,Intermediate,Flutter Cross-platform
5f47a3b0,9,3,4,4,Office,Company,< 2h,Intermediate,Tin hoc van phong
cf673a8e,9,9,8,5,Office,Freelancer,2-5h,Intermediate,Tin hoc van phong
43f031c4,6,9,9,7,Mobile App,Startup,2-5h,Intermediate,Flutter Cross-platform
6b961950,1,2,1,1,Office,Freelancer,> 10h,Beginner,Tin hoc van phong
40bd13fa,8,3,6,8,Mobile App,Company,5-10h,Intermediate,Android Basic
b9e2f8f4,9,6,8,6,Mobile App,Freelancer,< 2h,Intermediate,Flutter Cross-platform
b53bb3c1,10,10,7,8,Mobile App,Startup,> 10h,Advanced,Flutter Cross-platform
9ebba9de,7,10,6,6,IOT,Startup,2-5h,Advanced,C/C++ for IoT
eb975f1a,10,6,6,6,Mobile App,Company,2-5h,Advanced,Flutter Cross-platform
0a9bc3fb,4,6,3,6,IOT,Competition,5-10h,Intermediate,C/C++ for IoT
8b930791,7,5,7,7,Game,Startup,5-10h,Beginner,Game Design & Art
e1b421de,4,1,6,5,Mobile App,Company,2-5h,Beginner,Android Basic
b576f0d0,3,4,7,3,Web,Company,2-5h,Intermediate,Web Backend (PHP/Nodejs)
9cd3d84d,8,6,8,8,Web,Freelancer,5-10h,Advanced,Fullstack Web (MERN)
23ca3b35,4,7,8,5,Mobile App,Company,5-10h,Intermediate,Android Basic
c6307316,5,8,5,5,Game,Startup,2-5h,Intermediate,Scratch for Beginners
be08ae1e,8,3,9,7,Game,Company,2-5h,Intermediate,Game Design & Art
f1afc9da,9,8,7,6,Game,Startup,2-5h,Intermediate,Game Design & Art
b6011580,6,8,5,10,Game,Company,2-5h,Advanced,Game Dev (Unity/C#)
69aa89dc,4,5,4,7,AI/Data,Freelancer,5-10h,Beginner,Python Basic
15f08e6e,3,6,3,5,Office,Freelancer,2-5h,Beginner,Tin hoc van phong
da9cfb86,4,7,6,5,Game,Company,2-5h,Intermediate,Scratch for Beginners
d598bea6,5,7,9,4,Office,Company,> 10h,Intermediate,Tin hoc van phong
07edfa98,8,8,7,6,Mobile App,Competition,2-5h,Beginner,Competitive Programming (C++)
ef921814,1,8,1,8,Office,Freelancer,2-5h,Beginner,Tin hoc van phong
8f5a991c,6,5,4,6,AI/Data,Competition,5-10h,Intermediate,Python Basic
a52c733a,6,9,7,6,Mobile App,Freelancer,< 2h,Intermediate,Flutter Cross-platform
72663886,10,10,9,5,Mobile App,Competition,2-5h,Advanced,Competitive Programming (C++)
38044489,6,5,1,7,AI/Data,Freelancer,< 2h,Beginner,Python Basic
9bf07e54,8,1,5,3,Mobile App,Competition,2-5h,Beginner,Flutter Cross-platform
17225cc8,10,9,5,6,Game,Freelancer,< 2h,Advanced,Game Dev (Unity/C#)
bff71c20,6,7,8,3,Web,Startup,2-5h,Intermediate,Web Backend (PHP/Nodejs)
3465a3e5,4,4,1,3,Office,Freelancer,5-10h,Beginner,Tin hoc van phong
c4cf1d59,4,9,4,8,AI/Data,Startup,5-10h,Intermediate,Python for Data Science
246a75e3,8,6,9,8,Mobile App,Company,5-10h,Advanced,Flutter Cross-platform
eb7e21ca,5,3,7,8,Mobile App,Company,2-5h,Intermediate,Android Basic
22b9d007,4,7,3,1,IOT,Startup,< 2h,Beginner,Arduino Basic
3d9be18d,8,5,5,1,AI/Data,Startup,< 2h,Beginner,Python Basic
11c0ad23,6,5,2,1,Office,Startup,2-5h,Beginner,Tin hoc van phong
42e60ea3,7,7,8,9,Mobile App,Company,5-10h,Advanced,Flutter Cross-platform
8d444e1d,4,7,4,6,Game,Competition,< 2h,Intermediate,Game Design & Art
975b2cde,4,5,2,1,Mobile App,Startup,< 2h,Beginner,Android Basic
50ec8f5e,6,4,3,5,Web,Company,> 10h,Intermediate,Fullstack Web (MERN)
8db63ba3,4,6,9,8,Mobile App,Freelancer,> 10h,Intermediate,Flutter Cross-platform
62e53545,6,2,4,1,Web,Startup,5-10h,Beginner,Web Backend (PHP/Nodejs)
ea26ac21,7,8,6,7,IOT,Competition,5-10h,Intermediate,Arduino Basic
d97d79a0,8,4,4,4,IOT,Freelancer,2-5h,Beginner,C/C++ for IoT
23e06c42,9,8,8,3,Office,Company,2-5h,Intermediate,Tin hoc van phong
fdcd654a,4,2,7,5,Mobile App,Freelancer,< 2h,Beginner,Android Basic
fcf736df,3,5,4,4,IOT,Competition,5-10h,Beginner,Arduino Basic
cc9d7a6d,2,7,8,1,Office,Startup,5-10h,Beginner,Tin hoc van phong
928e734a,3,4,4,3,Game,Company,< 2h,Beginner,Scratch for Beginners
640a9e3b,6,2,8,4,Game,Competition,2-5h,Beginner,Game Design & Art
d11d6822,6,5,7,8,Office,Freelancer,5-10h,Intermediate,Tin hoc van phong
246de82c,1,2,4,3,Game,Startup,< 2h,Beginner,Scratch for Beginners
e868bbbf,7,9,6,3,AI/Data,Freelancer,2-5h,Intermediate,Python for Data Science
b1737e75,9,5,5,4,AI/Data,Startup,> 10h,Intermediate,Python for Data Science
5aad1ae3,8,3,8,2,Office,Competition,> 10h,Beginner,Tin hoc van phong
7395c204,9,3,7,8,Web,Startup,2-5h,Intermediate,Web Backend (PHP/Nodejs)
f65a5d98,3,1,7,4,Game,Freelancer,< 2h,Beginner,Scratch for Beginners
2d2d45ce,4,8,4,8,Mobile App,Competition,2-5h,Beginner,Android Basic
454be767,5,3,4,3,Web,Freelancer,< 2h,Beginner,Web Backend (PHP/Nodejs)
e6c8ec6c,5,9,3,6,Mobile App,Startup,< 2h,Intermediate,Flutter Cross-platform
48d6334f,8,5,7,9,Web,Freelancer,5-10h,Intermediate,Web Backend (PHP/Nodejs)
484d254c,7,8,6,6,Web,Company,< 2h,Intermediate,Web Backend (PHP/Nodejs)
288a4f5c,4,4,6,4,IOT,Company,> 10h,Intermediate,C/C++ for IoT
b1b647ed,8,7,6,5,IOT,Company,2-5h,Advanced,C/C++ for IoT
fe1ff70f,10,10,10,6,Office,Startup,2-5h,Advanced,Tin hoc van phong
7ef7782c,4,8,4,5,AI/Data,Freelancer,< 2h,Beginner,Python Basic
0dab23b5,2,3,4,1,Web,Freelancer,2-5h,Beginner,Web Backend (PHP/Nodejs)
a0780d02,4,8,3,3,IOT,Company,> 10h,Beginner,Arduino Basic
d03057bf,6,6,4,5,IOT,Freelancer,< 2h,Intermediate,C/C++ for IoT
9291a3f9,10,7,5,6,Office,Startup,> 10h,Advanced,Tin hoc van phong
9a3bdcde,4,1,4,8,Web,Freelancer,5-10h,Beginner,Web Backend (PHP/Nodejs)
d8bc90eb,6,9,4,9,IOT,Startup,2-5h,Intermediate,C/C++ for IoT
4a6ae680,3,7,5,7,IOT,Company,< 2h,Intermediate,Arduino Basic
1b1fe621,6,3,2,7,IOT,Freelancer,5-10h,Beginner,Arduino Basic
b03da931,8,2,1,5,Office,Competition,< 2h,Beginner,Tin hoc van phong
ecc78681,4,8,5,6,AI/Data,Company,< 2h,Beginner,Python Basic
73e8d112,8,4,7,5,Game,Company,> 10h,Intermediate,Game Design & Art
2b1c5435,3,7,3,6,Web,Company,< 2h,Intermediate,Frontend (HTML/CSS/JS)
111d4034,8,7,7,9,Office,Freelancer,2-5h,Advanced,Tin hoc van phong
8a147e74,6,7,6,6,Game,Startup,> 10h,Beginner,Game Dev (Unity/C#)
86246ad4,10,9,6,10,Office,Freelancer,< 2h,Advanced,Tin hoc van phong
9112df56,7,3,1,3,Mobile App,Company,< 2h,Beginner,Flutter Cross-platform
c265e7ac,7,6,2,5,AI/Data,Company,5-10h,Beginner,Python Basic
bd912496,8,4,5,5,Mobile App,Competition,5-10h,Beginner,Flutter Cross-platform
3d981222,6,4,7,4,AI/Data,Company,< 2h,Beginner,Python Basic
5f9d574a,10,6,6,5,Office,Freelancer,2-5h,Advanced,Tin hoc van phong
5f4570ed,3,5,4,6,Mobile App,Freelancer,< 2h,Intermediate,Android Basic
7a61ae9f,8,3,3,3,Mobile App,Competition,5-10h,Intermediate,Android Basic
2f1407af,8,6,5,9,Game,Competition,2-5h,Intermediate,Game Dev (Unity/C#)
53db726b,8,10,7,10,AI/Data,Freelancer,2-5h,Advanced,Python Basic
5d005958,7,7,1,2,Office,Startup,> 10h,Beginner,Tin hoc van phong
196f7f51,9,5,5,8,IOT,Competition,< 2h,Intermediate,C/C++ for IoT
56d27037,5,8,4,2,Game,Competition,5-10h,Beginner,Scratch for Beginners
6ab7d0d3,5,5,3,9,AI/Data,Freelancer,> 10h,Intermediate,Python Basic
cbb9652f,5,7,4,8,AI/Data,Freelancer,< 2h,Beginner,Python Basic
c7361a23,8,1,5,6,Game,Freelancer,< 2h,Beginner,Game Dev (Unity/C#)
fa237b18,7,7,7,6,Office,Competition,5-10h,Intermediate,Tin hoc van phong
5c7b4d5e,6,5,4,2,Web,Startup,< 2h,Beginner,Web Backend (PHP/Nodejs)
6b5546b4,7,5,7,5,Office,Competition,< 2h,Intermediate,Tin hoc van phong
f55b5d55,1,1,2,6,Office,Startup,2-5h,Beginner,Tin hoc van phong
d90ab962,6,8,4,4,IOT,Startup,< 2h,Intermediate,C/C++ for IoT
6487492c,10,8,6,8,Web,Company,5-10h,Advanced,Fullstack Web (MERN)
d630e558,5,4,3,2,AI/Data,Startup,5-10h,Beginner,Python Basic
e98f9b94,6,8,7,2,AI/Data,Startup,2-5h,Beginner,Python Basic
849f62ac,3,4,1,3,Mobile App,Competition,< 2h,Beginner,Android Basic
4a1cea08,8,5,5,5,Mobile App,Startup,< 2h,Advanced,Flutter Cross-platform
53af629e,7,4,7,7,AI/Data,Startup,> 10h,Beginner,Python Basic
3af2578a,3,5,3,9,Mobile App,Startup,> 10h,Intermediate,Android Basic
63371941,1,5,8,4,Office,Company,< 2h,Beginner,Tin hoc van phong
65a37560,7,8,5,7,Office,Competition,2-5h,Intermediate,Tin hoc van phong
c7e80f6f,8,4,6,3,IOT,Competition,< 2h,Intermediate,C/C++ for IoT
7a5126a2,7,7,4,3,Game,Company,> 10h,Intermediate,Game Dev (Unity/C#)
7ee17ae0,5,7,7,9,Web,Competition,< 2h,Intermediate,Web Backend (PHP/Nodejs)
596bc8f4,8,2,5,7,Game,Startup,> 10h,Beginner,Scratch for Beginners
c6a66f5d,9,6,9,8,Mobile App,Company,2-5h,Advanced,Flutter Cross-platform
9613aa50,5,4,5,2,IOT,Freelancer,< 2h,Beginner,Arduino Basic
53c7f596,9,6,6,3,AI/Data,Competition,2-5h,Intermediate,Python for Data Science
f9f668db,4,5,7,8,AI/Data,Startup,2-5h,Intermediate,Python Basic
f8ee7686,8,3,4,4,Office,Freelancer,2-5h,Beginner,Tin hoc van phong
8832145a,9,6,4,5,Game,Startup,5-10h,Intermediate,Scratch for Beginners
c073e899,5,6,8,7,Mobile App,Freelancer,> 10h,Advanced,Flutter Cross-platform
b7f95c6f,6,3,3,3,IOT,Company,< 2h,Intermediate,Arduino Basic
fded2dee,4,3,3,2,Office,Company,< 2h,Beginner,Tin hoc van phong
69657bbf,8,6,10,6,Game,Freelancer,> 10h,Advanced,Game Dev (Unity/C#)
b5e351fc,4,4,3,8,Office,Company,5-10h,Intermediate,Tin hoc van phong
7165d04b,7,8,4,3,Web,Startup,2-5h,Beginner,Web Backend (PHP/Nodejs)
d13aaf75,6,5,9,10,Game,Startup,< 2h,Advanced,Scratch for Beginners
bb9d533b,7,7,8,6,Web,Freelancer,2-5h,Intermediate,Web Backend (PHP/Nodejs)
00de5f04,9,9,5,3,Web,Competition,5-10h,Intermediate,Competitive Programming (C++)
dfb96f4c,6,8,5,1,Office,Freelancer,2-5h,Beginner,Tin hoc van phong
8a7eb2c9,3,6,5,2,IOT,Competition,5-10h,Beginner,Arduino Basic
07a0bf2e,3,5,7,1,Mobile App,Company,5-10h,Beginner,Android Basic
fb79f7b7,4,4,4,4,Web,Freelancer,2-5h,Beginner,Web Backend (PHP/Nodejs)
ab2b032a,8,9,6,8,AI/Data,Startup,5-10h,Intermediate,Python for Data Science
c19b1619,5,6,1,8,AI/Data,Company,2-5h,Beginner,Python Basic
bc435623,4,8,2,2,AI/Data,Competition,< 2h,Beginner,Python Basic
da2ca8c9,4,1,4,1,Mobile App,Competition,5-10h,Beginner,Android Basic
f5e71eaa,1,1,6,3,Web,Competition,5-10h,Beginner,Web Backend (PHP/Nodejs)
8a47c46a,5,3,3,1,Office,Company,< 2h,Beginner,Tin hoc van phong
86fd58ca,6,4,3,7,AI/Data,Company,2-5h,Intermediate,Python for Data Science
c4eedd3c,2,1,5,5,Web,Competition,2-5h,Beginner,Fullstack Web (MERN)
714798ad,8,8,9,5,Game,Freelancer,2-5h,Intermediate,Game Design & Art
09d72d50,5,7,2,8,AI/Data,Startup,5-10h,Beginner,Python Basic
25af5a6d,7,4,6,2,IOT,Startup,< 2h,Beginner,C/C++ for IoT
bba79d13,5,5,6,8,Game,Company,5-10h,Beginner,Scratch for Beginners
501d5479,4,7,6,8,AI/Data,Startup,< 2h,Intermediate,Python Basic
f3b9836b,8,6,9,9,Office,Startup,2-5h,Advanced,Tin hoc van phong
aa558aec,8,7,3,7,Web,Freelancer,< 2h,Intermediate,Web Backend (PHP/Nodejs)
3ef20b8b,5,7,4,3,Web,Freelancer,2-5h,Beginner,Web Backend (PHP/Nodejs)
00bcbfda,7,5,2,2,AI/Data,Freelancer,2-5h,Beginner,Python for Data Science
2cc25ca2,8,10,6,7,Office,Startup,5-10h,Advanced,Tin hoc van phong
ac616e67,6,5,6,7,Game,Company,2-5h,Beginner,Game Dev (Unity/C#)
063b6aef,10,9,9,6,Office,Freelancer,5-10h,Advanced,Tin hoc van phong
dcadd05b,4,6,3,5,IOT,Company,5-10h,Intermediate,Arduino Basic
6d0bbf55,6,4,3,8,Mobile App,Company,> 10h,Beginner,Android Basic
61dcc825,10,7,5,5,IOT,Company,2-5h,Advanced,C/C++ for IoT
bdda821b,8,6,4,1,Web,Company,2-5h,Beginner,Web Backend (PHP/Nodejs)
48c750ac,3,4,3,8,Office,Freelancer,> 10h,Intermediate,Tin hoc van phong
1563d1d1,8,8,4,4,IOT,Company,> 10h,Beginner,C/C++ for IoT
936dad9e,8,4,5,5,Game,Company,> 10h,Intermediate,Game Dev (Unity/C#)
41c1a207,5,8,6,7,Mobile App,Startup,< 2h,Beginner,Android Basic
dbe98d4d,3,3,4,9,Office,Freelancer,> 10h,Intermediate,Tin hoc van phong
7c3c4faa,3,7,6,3,Web,Competition,< 2h,Intermediate,Frontend (HTML/CSS/JS)
f4ec847f,3,5,8,3,Game,Competition,5-10h,Intermediate,Game Design & Art
3cdb76f0,8,5,6,9,AI/Data,Company,> 10h,Advanced,Python Basic
6807967b,3,7,5,1,Mobile App,Competition,2-5h,Beginner,Android Basic
46a0398a,8,8,9,10,Game,Competition,> 10h,Advanced,Competitive Programming (C++)
70d60dfc,7,7,6,10,AI/Data,Freelancer,< 2h,Advanced,Python Basic
b870a993,5,7,3,2,IOT,Company,2-5h,Beginner,Arduino Basic
ff867f53,5,7,9,9,Web,Startup,< 2h,Advanced,Frontend (HTML/CSS/JS)
ab19ca57,6,6,8,8,Office,Startup,2-5h,Advanced,Tin hoc van phong
97111013,8,4,3,5,Web,Freelancer,2-5h,Beginner,Web Backend (PHP/Nodejs)
f4b212af,7,8,4,3,AI/Data,Company,5-10h,Intermediate,Python for Data Science
6a9267de,2,5,6,7,Office,Company,< 2h,Beginner,Tin hoc van phong
fd3ffae2,10,8,10,6,Web,Company,2-5h,Advanced,Frontend (HTML/CSS/JS)
bf3cb74f,8,7,8,3,Web,Startup,2-5h,Beginner,Frontend (HTML/CSS/JS)
8fe6e653,5,9,8,6,Game,Freelancer,< 2h,Advanced,Game Dev (Unity/C#)
2f9059e5,3,4,2,6,Mobile App,Company,5-10h,Beginner,Android Basic
4ff90ff9,7,5,3,8,IOT,Company,5-10h,Beginner,C/C++ for IoT
09562b53,10,9,5,9,Game,Company,< 2h,Advanced,Game Dev (Unity/C#)
3b46f5a1,8,4,9,9,Office,Startup,> 10h,Intermediate,Tin hoc van phong
d881bed2,3,3,6,2,Mobile App,Competition,< 2h,Beginner,Android Basic
29605819,6,4,4,4,Office,Freelancer,5-10h,Beginner,Tin hoc van phong
226d2cf5,5,7,3,9,Mobile App,Startup,5-10h,Intermediate,Flutter Cross-platform
9bf2d481,7,6,6,8,AI/Data,Startup,2-5h,Advanced,Python Basic
51ce97ca,8,1,7,2,Game,Company,> 10h,Beginner,Game Dev (Unity/C#)
7f4f2553,4,9,7,9,Web,Freelancer,< 2h,Intermediate,Web Backend (PHP/Nodejs)
b348717c,5,7,8,4,Game,Startup,5-10h,Beginner,Game Design & Art
5e567ce7,8,3,7,5,Mobile App,Company,2-5h,Intermediate,Android Basic
e6400220,9,8,5,9,Office,Startup,< 2h,Advanced,Tin hoc van phong
dd74ba42,3,5,2,7,IOT,Company,2-5h,Beginner,Arduino Basic
8fc7772f,3,8,7,9,Mobile App,Company,5-10h,Intermediate,Android Basic
1d072f4e,4,6,7,4,Game,Startup,2-5h,Beginner,Scratch for Beginners
a040a53a,7,9,3,6,AI/Data,Company,5-10h,Intermediate,Python for Data Science
f9100cdb,4,8,9,8,Game,Freelancer,2-5h,Intermediate,Game Design & Art
264350ca,5,1,1,4,Mobile App,Company,2-5h,Beginner,Flutter Cross-platform
